,means,stds
0,0.010589877761668708,0.004647086400185295
1,0.010460906297064202,0.004654936431727821
2,0.010375235328145755,0.004569490011685105
3,0.010296952794673157,0.004503037734835678
4,0.01012275498495891,0.004408081538564109
5,0.010062476792323758,0.004318310349840294
6,0.009915573493712592,0.004246265990968513
7,0.009820606995981638,0.004188116495460833
8,0.009746675138171653,0.004155796320013971
9,0.009608940259127818,0.004068340341753097
10,0.009478560075603382,0.003971402265724268
11,0.009388052921771183,0.003946688852271889
12,0.009308172907557363,0.0038598157731355607
13,0.009197361717444454,0.0038516771698255217
14,0.009018995382610058,0.0036990068734842345
15,0.008931764533078708,0.0036818877785248327
16,0.008829606752397615,0.0036000687894657537
17,0.008753137648903387,0.0035562699070174667
18,0.008631637517667377,0.003430072941629389
19,0.008509055420913165,0.0034082780913363103
20,0.008405593703892524,0.00333549455027435
21,0.008287015051763545,0.003265060016500944
22,0.008220608451431055,0.0032593151241657454
23,0.008099399294585847,0.003193529775240373
24,0.007944264322332865,0.0031124181026525644
25,0.007813314119380743,0.0030395109384698566
26,0.007769036938784423,0.0030060648369189752
27,0.007626235555828164,0.0029504814928152747
28,0.007507648747799239,0.002860779610574616
29,0.0074197711676806865,0.002813906567090787
30,0.007331581647082195,0.002809366436168149
31,0.007204084873545834,0.0027100194152181165
32,0.007099329766939736,0.002678562819023002
33,0.006946884706683733,0.0026104632219509497
34,0.006960903990145249,0.002574557388318274
35,0.006850117099084787,0.0025386382151259858
36,0.006793484167005823,0.002491277682761852
37,0.006700331419386739,0.0024517612160961356
38,0.006644958995572547,0.0023716575968737988
39,0.0065825410939561405,0.002370649052683198
40,0.006525099651224674,0.0023222881346951526
41,0.00641848280935816,0.00227962706227141
42,0.006357088502070389,0.002225301958362886
43,0.006289736983404658,0.0022120690369743026
44,0.006217694531466226,0.0021233794225529634
45,0.00615845558422245,0.002109822745852206
46,0.006087230634730607,0.002041619686285809
47,0.0060357605117874955,0.0020571620041938115
48,0.005961628264353295,0.0019975120305980036
49,0.005886343888147947,0.001937877668723455
50,0.005822231310962571,0.0018955653963456393
51,0.005752071848574705,0.0018688888499041503
52,0.005679659800508989,0.001846334549984409
53,0.005599649047835985,0.0018089287684052808
54,0.005520604217778937,0.0017723889595493449
55,0.005539297315386579,0.0016886834054890543
56,0.005520679291912232,0.001585466734361033
57,0.00553031886285438,0.001558419158827422
58,0.005511364037027114,0.0015254367030931987
59,0.00551215772138091,0.00141781104975288
60,0.005528141040122165,0.0013921305996194124
61,0.005507516869663258,0.00136065729753317
62,0.0054931034663471875,0.001327679905279076
63,0.005484056148491856,0.001305849200194452
64,0.005491165998528597,0.0012899535897446708
65,0.005500982122143165,0.001266226617227616
66,0.005503033131850861,0.0012722011981276054
67,0.005477917269460245,0.0013024044299079294
68,0.00550361534511376,0.0013182782356586543
69,0.0054976987681084385,0.0013224294378601487
70,0.005481440594945731,0.0013518956938626705
71,0.005467291120647633,0.0014091231676522258
72,0.005485581034178574,0.0014497057175089176
73,0.005471977079470034,0.0014979108405851903
74,0.005449232229399332,0.0015809405187327023
75,0.005480421251325302,0.0015999713410380922
76,0.005448941665381696,0.0016732834823236533
77,0.005467565834368641,0.0017576530672323604
78,0.00544182778977868,0.0018211544939938974
79,0.00546367841232436,0.0018864522049074027
80,0.00542414016691234,0.0019648831124825772
81,0.005438605530167148,0.0020457758631102067
82,0.005426919419890457,0.002136120886970274
83,0.005423458778823096,0.002218007475075914
84,0.005428377689263109,0.002290296797664418
85,0.005417332533107231,0.0023924164993549195
86,0.005425267479861289,0.002462646874730308
87,0.005420127708736092,0.0025403093675600303
88,0.005404771742002805,0.0026435590609515847
89,0.00539831828120982,0.0027505811315418766
90,0.005404958663148804,0.002827509066767924
91,0.0053950793623001704,0.002927037119395302
92,0.00539869196541963,0.003016031624553552
93,0.005380278291595047,0.0031174451157506564
94,0.005398530574043812,0.0032200619187549317
95,0.005386588493066679,0.0032989276836127893
96,0.005385007447667268,0.0034082866325667424
97,0.0053680951685582505,0.003472925048857858
98,0.005369584004852798,0.0035899211480561366
99,0.005355686525800449,0.0036734997951975786
100,0.005362405178464692,0.0037893683718044735
101,0.005359234407010083,0.0038679814548963805
102,0.005383554518471332,0.004005437514512837
103,0.005345910607416809,0.004054298572508407
104,0.005359582085097057,0.004174650479535877
105,0.005367088639219732,0.004288335740285233
106,0.005326543911831611,0.004362963412084952
107,0.005341885625547423,0.004477024256644422
108,0.0053405696324985985,0.00457252157340669
109,0.005338663609495035,0.004673188796301549
110,0.005331938546216493,0.004772208006266059
111,0.005320431126405039,0.004874592287923672
112,0.005319258223395393,0.0049630482694524355
113,0.005338769739237255,0.0050936359178229435
114,0.005315924761223502,0.005174765923405228
115,0.00529367420216576,0.005256352158991765
116,0.005309368513700017,0.0053725358824558075
117,0.0052775303175345055,0.005441420086708057
118,0.005407756393054797,0.0054756226404847905
119,0.005487143215528951,0.005478608203027986
120,0.005579384500297768,0.005468680066677164
121,0.005688374404336461,0.0054848579248179515
122,0.005785499191290838,0.005484237601939054
123,0.0058657473674446365,0.005498031675544801
124,0.005983228563523172,0.005518137968582853
125,0.006081408634216974,0.005521879655371272
126,0.0061965094617378175,0.005567434049437598
127,0.00626435223339815,0.005543502870299373
128,0.006381075427202522,0.005592198615308218
129,0.006459350842149941,0.005562550465989811
130,0.006567640776522458,0.00558328231374035
131,0.00664745571546957,0.005614663562059691
132,0.006772721286256284,0.005614676772106204
133,0.006860370530091663,0.0056354102482560516
134,0.006960031676153773,0.00565346335955091
135,0.007010948896010598,0.005680821276425802
136,0.00713044782324323,0.005696370623941101
137,0.007231173041654222,0.005741807269447063
138,0.007418566525278304,0.0058712757144554414
139,0.007589342835116211,0.0059250727952880776
140,0.007832141624613674,0.00614160971278463
141,0.008023560563428709,0.006236536360701227
142,0.008200632436715361,0.006312252561882672
143,0.008417922200146706,0.006448955909475737
144,0.00861902901309196,0.006594002618769486
145,0.008836726716045091,0.006698288258545612
146,0.009030756033362059,0.006784156695873586
147,0.009206262295912213,0.006987942674234315
148,0.009422797384584788,0.007056540194709336
149,0.009646721302300482,0.007188798442449923
150,0.009818166427140389,0.007301538618990969
151,0.009984156658593611,0.007390489529368545
152,0.01018465795776134,0.007541570049515978
153,0.010428740291344775,0.007727504270791091
154,0.01060169157199566,0.007820331332968696
155,0.010816784949511035,0.00787621953750181
156,0.011052230268180425,0.00805139235488168
157,0.011215370636227968,0.008124289234517287
158,0.011412062377930146,0.008295040354503267
159,0.011586690228312185,0.008406364166773005
160,0.011795166643100288,0.008528271853457002
161,0.011999634165479715,0.008672584677339284
162,0.012257044331709535,0.008720942333091484
163,0.01239724869842921,0.008988162634202986
164,0.012602613758117305,0.009050429877778356
165,0.012835684596439759,0.009183111539423507
166,0.013029866088826066,0.009305759709585524
167,0.01318506783195672,0.009397961641328278
168,0.01338184700687202,0.009549443604498492
169,0.013641909693169934,0.009682593446716741
170,0.013813084558671522,0.009743685499342524
171,0.013959812641834497,0.00993962511639444
172,0.01414178907645008,0.010029929510837832
173,0.014427910074087478,0.010174248535708391
174,0.014570622136592572,0.010374956782038034
175,0.014820518934795798,0.01040357744543235
176,0.015151990674391215,0.010421932389419502
177,0.015526340457119942,0.010313149699998393
178,0.01591725303387316,0.010331268850431799
179,0.01608104303250578,0.010260251913450511
180,0.016518145955860052,0.01029646630246343
181,0.01684350984141257,0.01026519922033668
182,0.017266746583083505,0.010213894545495346
183,0.01760834378420439,0.010137734555644895
184,0.017987651341415358,0.010060301586503829
185,0.0182350231144197,0.010089612004745225
186,0.018761434801861515,0.010020547394612212
187,0.019051415858600235,0.009971761583584942
188,0.019095692993406195,0.009751582551672818
189,0.01918277036354288,0.009457191620264467
190,0.01932720971340983,0.00915145435673181
191,0.019422155290793244,0.00880839220690672
192,0.019418821241827255,0.00857360774010602
193,0.01961465289560834,0.00845005647017064
194,0.01972272930644764,0.008104927871068862
195,0.019777021144707117,0.007909918009165642
196,0.01992341787072702,0.007642774710308134
197,0.02005683997103118,0.007374250686117777
198,0.02002634080691959,0.007238894016859993
199,0.020269457640014435,0.006897363440284346
200,0.020227540312168002,0.006608543172988057
201,0.020440379669618744,0.006427703899988058
202,0.020420938724361053,0.006259671262412769
203,0.020442366573733058,0.006066688302886116
204,0.020626824997382737,0.005864751906772485
205,0.020782638749501262,0.005664477762236899
206,0.02083776798677702,0.005449331851932829
207,0.02099352006393178,0.005391628052499752
208,0.02103155222661763,0.005103378212664394
209,0.02111069036475544,0.005076280865444919
210,0.021332502995260787,0.0049056398057421065
211,0.021322785950059455,0.00478816841352202
212,0.021404027727041045,0.004620915836053202
213,0.02155471712938025,0.004586264858799971
214,0.021691118124299486,0.00456585034401402
215,0.02176603878075388,0.004500640519775714
216,0.021947116344105053,0.004531995589155857
217,0.021862217587483405,0.004522309141482634
218,0.02173794784239898,0.004486344233880743
219,0.021541472079754227,0.004366152595489098
220,0.02141161452274153,0.004311913893847747
221,0.02120013898415761,0.004205540271464378
222,0.021046771859790536,0.004141465824332084
223,0.021015533228829163,0.004123455196385119
224,0.020760283352077222,0.004098125377362572
225,0.020584646782093614,0.004009045257914867
226,0.020393052889895832,0.0039354680916935956
227,0.020280759944844174,0.003834959093984415
228,0.020175925299541382,0.0038469024578975147
229,0.019918750545315857,0.0037244970951699242
230,0.01967913343950838,0.0036862156081338285
231,0.01962160401056923,0.003580332620822981
232,0.019419772739971048,0.003590654220769842
233,0.019229525281256505,0.003512624730404874
234,0.0190473013289734,0.0034373534965746774
235,0.01887088076845505,0.003383128260951411
236,0.018699443203140105,0.0032843576585744644
237,0.01852219623270618,0.0032488468433334123
238,0.01840499788388753,0.0031947356043724212
239,0.018220116772983574,0.00315518625840616
240,0.018032537845501805,0.0030784587877809794
241,0.01789958833620185,0.0029802541724808585
242,0.01770296143949156,0.0029418306432907326
243,0.017497250433219858,0.0028737931598689023
244,0.017336225607334117,0.0028457921029422404
245,0.01713245416879077,0.002785011501554379
246,0.017029169486644007,0.002713795458339402
247,0.01685091089280775,0.0026369167223204088
248,0.017276114641299217,0.0029257502088430956
249,0.017860304351743163,0.0033110570248665516
250,0.018286056895203125,0.003803986556150982
251,0.01877128181174364,0.004338110712535766
252,0.019240789209738634,0.004820283683334048
253,0.019747145825305835,0.005468534039080199
254,0.02024024026611592,0.006092447076104098
255,0.020748146220584046,0.006661165265319891
256,0.021217968985970857,0.007298352612114975
257,0.02175839030488186,0.007953551842421148
258,0.02214311734005759,0.008565837284288858
259,0.02264803359991384,0.009204787676931803
260,0.023112559437346043,0.009877598048864015
261,0.023586726886356348,0.010468756708730102
262,0.02409177282479269,0.01114872302998683
263,0.024556867652950967,0.01179647857527203
264,0.025261345967715766,0.012198790788178086
265,0.02606502092740869,0.012680793382503639
266,0.026863108136551274,0.013170739228665445
267,0.027546057880166383,0.013563635955953463
268,0.028368786392163777,0.01398609146005806
269,0.029111398949502258,0.014475741890854212
270,0.02983977747830056,0.014831699341902727
271,0.03048871462014688,0.015324705708371782
272,0.0314055576817803,0.015851349895767728
273,0.03194625693119131,0.016366125072105078
274,0.0327832902854561,0.016722580460710942
275,0.03355292832945755,0.017148445748480998
276,0.03425081877467673,0.01771292734494427
277,0.03504625906275748,0.018213678924289406
278,0.03580027392918725,0.018537633775564364
279,0.03648385564624997,0.018941924356093192
280,0.037009492806855254,0.01975908467656842
281,0.037245751591250396,0.020355386787957352
282,0.0261671266835189,0.010671749698875454
283,0.02634565523066298,0.010910012639109339
284,0.026150888664698495,0.011399084169455198
285,0.02642773523115872,0.011906792015687697
286,0.026553382089149234,0.01225818311241585
287,0.026485694622366607,0.01278970986340058
288,0.02658565023086365,0.013304223242619916
289,0.02673318136326904,0.013471571321554241
290,0.026814624761137072,0.013982831671231358
291,0.026769297070937684,0.014460890494452113
292,0.012809746459067028,0.004172548080974771
293,0.012640007571283068,0.003963728927738262
294,0.012449447594009464,0.003894002752504104
295,0.012286810397072787,0.0037462513904657773
296,0.0120821569494666,0.003687895406144079
297,0.011795087346654342,0.0036709480729089253
298,0.011702248754571605,0.0035752496613290817
299,0.011477301123230395,0.0036013705734135684
300,0.011338913867550057,0.0035824293077914345
301,0.011142388193565356,0.0036359695155398493
302,0.010929772692844428,0.0036700938189132564
303,0.01070392222612853,0.0037385217138389258
304,0.010570704533893076,0.003870729059494332
305,0.010388641224785562,0.003992316962862578
306,0.010218292900724683,0.004132304968406326
307,0.010221371924668685,0.0041786793076197554
308,0.0102952781670228,0.004241896367710559
309,0.010338804174772315,0.004246690169222301
310,0.010364843953753576,0.004287358806932348
311,0.010391115378100597,0.004306027392102842
312,0.010418283045995097,0.004315509895934668
313,0.010489234326776242,0.004372234784178236
314,0.010544585688114864,0.004406491738161756
315,0.010553700076771913,0.004454731521134738
316,0.010594795664787299,0.0044397580406728785
317,0.010626873366071004,0.004535018538369781
318,0.010695886065763816,0.004544576253151308
319,0.010742968663109266,0.004563402629623553
320,0.010743556679013205,0.004587626081596594
321,0.010815363637732866,0.0046613507248176545
322,0.010829029747289462,0.004645322708300232
323,0.010906015395813798,0.004721081758957942
324,0.010959658389430438,0.004773117847614177
325,0.010973504529449304,0.004806163487896677
326,0.01102127543308587,0.004812589596393886
327,0.011068210232100481,0.004827935156704866
328,0.011129247993733243,0.004939610341067805
329,0.011147164886371038,0.00490349358428114
330,0.01118179583042011,0.0049198081965774985
331,0.011243584015025879,0.00496371732664363
332,0.01125990232055271,0.005031009375767214
333,0.011300253852735661,0.005006343659085773
334,0.011371244153822254,0.005080807471059225
335,0.011388614415611634,0.005148148276465773
336,0.01142464756229583,0.005139508816303297
337,0.011445341049365914,0.00522616091002301
338,0.011505616876118481,0.005251391382608441
339,0.011566913574221831,0.005282347434806977
340,0.011601213502124818,0.0053468726792883035
341,0.011647573900708924,0.005326029910434123
342,0.011763998010950306,0.005366373470634669
343,0.011701823997419614,0.0054189905406658405
344,0.011755730977669443,0.0054408259522073545
345,0.011788032653345099,0.005477945865901597
346,0.011847780879558583,0.00557906598887257
347,0.01188518276189802,0.0055561188309267906
348,0.011933369023452779,0.005564910258140574
349,0.011966748181705254,0.005663479849535916
350,0.011991463441668552,0.005667181815246976
351,0.012034330619995176,0.005709353175031017
352,0.011953921443082398,0.005665009380872853
353,0.011900440799599865,0.005515298488784372
354,0.01179685243869452,0.005489680308824234
355,0.011685461969822213,0.005384156974605302
356,0.011543640212830815,0.005345032685577655
357,0.011477535242847689,0.00529773958138554
358,0.011353843263026457,0.0052061899589208906
359,0.01123892594791409,0.005072417569212093
360,0.011093909140504959,0.005024184038710392
361,0.011032040951235932,0.004969025072144892
362,0.01087343285576064,0.004870338112230838
363,0.010687209837076867,0.00474608012345607
